Text,Label
speech spanish king felipe about coronavirus plagiarized book palmeras nieve las palmeras,fake
education ministry will approve exams every student spain,fake
vladimir putin accused rest leaders having plan reduce world population,fake
people are committing suicide due quarantine spain,fake
spaniards need carry work certificate purchase receipts justify security forces why they have taken streets under state alarm,fake
new coronavirus patented pasteur institute,fake
there definitive proof chloroquine hydroxychloroquine are effective against covid,fake
says truck drivers are being turned away fastfood restaurants during covid pandemic,fake
wisconsin only state where all republicans voted against protecting its citizens,fake
fox news won pulitzer coronavirus coverage,fake
fish tank additive may treat coronavirus,fake
coronavirus aid relief economic security act gives members congress pay increase,fake
using sauna aiming hairdryer one nose will kill coronavirus,fake
belgium health minister banned sex inside more people,fake
bill gates has access your dna ownership who,fake
oregano essential oil protects against covid,fake
croatia put total quarantine due secret deal between authorities red cross,fake
photo showing hundreds people montparnasse train station paris despite confinement measures due novel coronavirus,fake
letter french ministry education saying summer holidays will postponed because coronavirus outbreak,fake
recommended disinfect everything you buy bleach prevent infection coronavirus,fake
stocks medical masks made woippy moselle company are being blocked lack agreement government spite shortage masks france,fake
photo has gone viral social media shows military convoy transporting people who died covid pandemic italy,fake
coronavirus life span single place hours janata curfew india hours thanks hours janata curfew virus will killed,fake
sophie trudeau sharing her covid experience,fake
positive covid patient recently met narendra modi,fake
line coffins suggesting they are italy currently,fake
cow urine helpful fight coronavirus,fake
banglore municipal body bbmp will spraying medicine air kill coronavirus,fake
sick covid patients airport runway senegal,fake
coronavirus will cured after hour curfew,fake
bitter gourd juice can cure coronavirus,fake
only india can resist coronavirus saudi crown prince mohammad bin salman,fake
seeing rise novel coronavirus india who has recommended government india lockdown country,fake
whatsapp video claims lady shown wife canada justin trudeau viral video lady can seen describing her improved condition because medication also warns not take chances,fake
coronavirus can live only hours any surface,fake
video canadian justin trudeau wife who suffering covid,fake
janta curfew nationwide hours will break chain coronavirus spread see reduction cases,fake
this selfcheck test coronavirus,fake
doctors are giving out rescue packs people preexisting respiratory conditions,fake
video posted twitter shows group chinese people converting islam under argument muslims are immune covid,fake
denmark passed 200 new cases covid one day only cases,fake
quarantine italy showed more clean waters venice fish dolphin,fake
elderly covid patients won have access respirators,fake
king spain has plagiarized his covid speech book,fake
schools bizkaia spain not close until september,fake
pets can transmit new coronavirus,fake
pets can transmit new coronavirus,fake
rinsing throat nose warm salt water will prevent new coronavirus,fake
there are more than 000 coronavirus infections ukraine government hides real numbers,fake
pets can transmit new coronavirus,fake
people violate quarantine measures ukraine they will imprisoned,fake
bill gates vatican have plan depopulate world coronavirus vaccine,fake
homeland security mobilizing national guard combat coronavirus,fake
joe biden tested positive coronavirus,fake
coronavirus cases linked rollout,fake
photo shows coffins coronavirus outbreak italy,fake
you are las vegas you get knock your door power 2020 census cvd testers not open your door they are robbing people gunpoint,fake
fill out 2020 census form receive economic stimulus payment,fake
quotes joe biden saying people who have never died before are now dying coronavirus,fake
russia unleashed more than 500 lions its streets ensure people are staying indoors during this pandemic outbreak,fake
biden campaign claims top cdc official silenced,fake
post shared thousands times facebook lists companies whose chief executive officers have allegedly stepped down during novel coronavirus crisis,fake
video british broadcaster shows italian coronavirus victims got taken down,fake
italy president caught camera crying over regretting country coronavirus response,fake
media outlets duped public saying coronavirus killed same man twice,fake
air cleaner removes virus air surfaces full page national newspaper denmark,fake
yves levy husband former french health minister agn buzyn inaugurated laboratory wuhan china where coronavirus created,fake
military brought virus wuhan october 2019,fake
photo showing nurses raising their middle fingers against french government caption against french president,fake
turkey helped italy 200000 masks other equipment but nobody took notice,fake
chancellor angela merkel knew pandemic since 2013 virus laboratory,fake
giving high doses vitamin patients covid has proved effective combating disease,fake
video shows coronavirus patients airport china gauges how serious situation,fake
photo coffins coronavirus patients who died single day italy,fake
whatsapp forward claimed vaccine coronavirus has been discovered treatment coronavirus mentioned intermediate zoology book,fake
dolphins swans return italy waterways after covid lockdown,fake
clapping together will create vibration which will destroy coronavirus,fake
riots london due unavailability food items united kingdom will locked down tonight army soldiers take streets,fake
drug made cow urine pigeon membrane can cure coronavirus,fake
prime minister narendra modi announced hour curfew virus lives hours surfaces,fake
celebrities spreading misinformation about coronavirus janata curfew india,fake
there science behind indian prime minister modi clapping initiative,fake
people rioting streets london due economic crisis wake coronavirus outbreak,fake
russian government has unleashed lions streets impose public curfew,fake
doctors nurses italy are dying are lying dead ground due coronavirus outbreak,fake
italian prime minister giuseppe conte broke down amid covid deaths his country,fake
photo man woman embracing has been shared facebook twitter alongside claim shows two italian doctors who died covid after contracting disease patients they treated,fake
riots london due unavailability food items united kingdom will locked down tonight army soldiers take streets,fake
riots london due unavailability food items united kingdom will locked down tonight army soldiers take streets,fake
riots london due unavailability food items united kingdom will locked down tonight army soldiers take streets,fake
photo man woman embracing has been shared facebook twitter alongside claim shows two italian doctors who died covid after contracting disease patients they treated,fake
photographs army dublin city centre show country about into lockdown,fake
statue virgin mary loreto will carried plane over italy ask pandemic covid stop,fake
japan coronavirus defeated drug avigan,fake
five helicopters will disinfect netherlands extinguish coronavirus citizens have stay inside,fake
polish telecommunications provider play has installed antennas during quarantine,fake
polish telecommunications provider play has installed antennas during quarantine,fake
one polish telecommunications company used quarantine cover put 100 antennas gdynia,fake
image shows spanish scientist asking cristiano ronaldo messi find cure covid,fake
tent will set next viamed calahorra hospital rioja carry out rapid tests coronavirus,fake
government spain going declare state emergency,fake
aspirating boiling water vapor five minutes deactivates coronavirus,fake
lemon bicarbonate kill virus,fake
science minister pedro duque hospitalized due coronavirus denia,fake
one can destroy new coronavirus doing following breathing exercises,fake
initial lack evidence humanhuman covid transmission unusual,fake
two malaria medications work treat covid,fake
tom hanks died confessed admiration trump,fake
helicopters are spraying disinfectants try eradicate coronavirus,fake
boil some orange peels cayenne pepper stand over pot breathe steam all mucus can released your nasal passages mucus problem where virus lives,fake
coronavirus infectious air hours everyone must wear face mask,fake
2020censusgov fill out this census form you can get your stimulus check,fake
drinking alcohol beverages can help prevent covid,fake
italian prime minister giuseppe conte said have lost control have killed epidemic physically mentally can understand what more can all solutions are exhausted ground our only hope remains sky god rescue your people,fake
chicago covid actually lowered death rate,fake
helicopters are spraying disinfectants stop spread coronavirus,fake
iphoto shows people falling dead italian streets covid,fake
black people are immune coronavirus,fake
boiled orange peels cayenne pepper are cure coronavirus,fake
covid stands chinese originated viral infectious disease,fake
governor andrew cuomo did not reject buying 000 ventilators 2015,fake
see time history this country when perfectly healthy people have been basically confined their homes only able essential things kansas city louis,fake
antibiotic invented croatia cures coronavirus,fake
putin had press conference gave people choice between days isolation years prison,fake
high intensity workouts inhibit immune system very intense workouts might reduce immune system efficiency but not fully documented,fake
cristiano ronaldo converts hotels coronavirus hospitals,fake
governmental economic measures will allow unemployed people earn 100 their wage workers craftsmen,fake
tests results theft ban,fake
will lockdown cause shortage banknotes atms,fake
french state gives more benefit people who were unemployed before covid than does people who are partially unemployed due coronavirus,fake
you should take high doses vitamin against covid children don get sick because they lack receptors virus bond coronavirus unnatural mutation not susceptible temperatures which why infections will not sink summer oldest patients will not treated left die harms immune system,fake
germany refused take any help china,fake
whatsapp forward has gone viral which claimed vaccine coronavirus has been discovered viral forward also claims treatment coronavirus mentioned india intermediate zoology book,fake
who confirms covid airborne remains air hours,fake
whatsapp forward claimed vaccine coronavirus has been discovered also claims treatment coronavirus mentioned india intermediate zoology book viral forward reads not new disease already mentioned intermediate zoology book along its treatment happens sometimes many great scientists doctors not focus lesserknown books they are mostly busy famous books book name,fake
whatsapp forward has gone viral which claimed vaccine coronavirus has been discovered viral forward also claims treatment coronavirus mentioned india intermediate zoology book viral forward reads not new disease already mentioned intermediate zoology book along its treatment happens sometimes many great scientists doctors not focus lesserknown books they are mostly busy famous books book name,fake
whatsapp forward has gone viral which claimed vaccine coronavirus has been discovered viral forward also claims treatment coronavirus mentioned india intermediate zoology book,fake
italian broke down over coronavirus deaths his country,fake
vaccines cure covid are ready,fake
lions were released russian streets vladimir putin force people inside,fake
who has said not eat cabbage will increase chance coronavirus infection,fake
russia has unleashed over 500 lions ensure people stay inside their homes amid coronavirus outbreak,fake
russia has allegedly unleashed over 500 lions order ensure people stay inside their houses,fake
whatsapp forward claims covid vaccine ready announced president donald trump will launched next sunday also claims vaccine discovered scientists can cure covid infected patient within hours whatsapp forward alleged image vaccine also being shared,fake
italy prime minister giuseppe conte broke down publicly due ongoing coronavirus pandemic,fake
coronavirus will cured within hours drinking bitter gourd juice,fake
image attributed italian prime minister suggesting italy has lost control,fake
vladimir putin let lions loose streets russia keep them indoors amid covid,fake
coronavirus has gripped italy nobody willing carry corpses off italy streets,fake
italian police are being brutal people not following lockdowns india should follow,fake
video former iraqi dictator saddam hussein has been shared repeatedly facebook twitter instagram alongside claim shows him stating threatened spread novel coronavirus iraq during meeting 1990s,fake
covid patients will not show symptoms first days,fake
video current situation italy due coronavirus,fake
video canada justin trudeau wife pleading people take covid seriously,fake
russian president putin has left 800 lions outside make people stay their homes,fake
image people who died coronavirus italy,fake
photo prime minister italy crying expressing his helplessness couldn save coronavirus patients italy,fake
photo vaccine developed scientists covid,fake
hold your breath seconds check you have coronavirus,fake
naresh trehan has said indian government going declare national emergency,fake
photo has been shared multiple posts facebook twitter alongside claim shows bodies people who died italy after they became infected novel coronavirus covid,fake
american scientists have developed cure coronavirus,fake
video shows muslims licking plates spoons spread coronavirus,fake
russia has unleashed over 500 lions ensure people stay inside their homes amid coronavirus outbreak,fake
russia has unleashed over 500 lions ensure people stay inside their homes amid coronavirus outbreak,fake
multiple posts facebook twitter claim who has warned against eating cabbage during novel coronavirus pandemic,fake
people will not allowed organize funeral any family members who die covid instead state will take care disposal body,fake
you shouldn take ibuprofen because appears this drug would enhance accelerate effects covid,fake
offers buy special device which will clean water before drinking,fake
text claims mass media owners called satanists text are forcing public voluntarily look coronavirus vaccine also describes vaccine which still does not exist,fake
after,fake
people get infected covid they may not able fully recover,fake
photo showing crowd during illegal due quarantine way cross prayers wejherowo,fake
george soros one people responsible new coronavirus born laboratory,fake
false offer free internet during days due quarantine,fake
spanish government will declare imminently state emergency one will able leave house supermarkets will close,fake
vox going donate money receives representation institutions public health,fake
netflix gives away free accounts during coronavirus quarantine,fake
pablo iglesias announces social benefits are suspended three months,fake
this wagon bears inscription covid,fake
new coronavirus not dangerous illustrative example diamond princess statistics,fake
study suggests malaria drug can treat coronavirus,fake
audio message lists five ways people can prevent novel coronavirus,fake
roche has developed covid vaccine,fake
cdc now says coronavirus can survive surfaces days,fake
donald trump would receive million three hotels closed four days under republican bill how hell this right,fake
special military helicopters will spray pesticide against coronavirus skies all over country,fake
putin has stated,fake
slices lemon cup hot water can save your life hot lemon can kill proliferation novel coronavirus,fake
this lady here applied sanitizer her handsforearms went kitchen cook moment she turned gas stove her hands caught fire due alcohol contained sanitizer,fake
whether democrats voted against coronavirus stimulus bill,fake
russian president putin released 500 lions onto streets keep people indoors,fake
getting flu shot increases risk coronavirus,fake
president trump refers coronavirus hoax audio clip,fake
does vaping reduce your chances getting coronavirus,fake
social media posts attribute list points about novel coronavirus johns hopkins leading source information virus,fake
holding your breath seconds way test coronavirus,fake
muammar gaddafi predicted they will create viruses sell cures,fake
italian prime minister admits italy lost,fake
facebook group encourages people report they are contaminated order help authorities authorities cannot use data however,fake
denmark not verge coronavirus epidemic,fake
france found vaccine coronavirus,fake
mosques synagogues are only holy places opened during french confinement,fake
this photo shows nurses insulting french president emmanuel macron,fake
you won charged 135 euro fine you driving several other persons your car during lockdown,fake
alarming text message signed claire magne friend nurse,fake
former french health minister prevented use chloroquine heal dying people covid harm infectologist didier raoult,fake
china there now also outbreak hantavirus first recorded death,fake
hong kong people destroyed pole because coronavirus,fake
coronavirus fear germany results large crowds outside supermarket people are pushing each other get into store first necessary supplies,fake
tea can cure coronavirus,fake
gargling hot water can prevent coronavirus infection,fake
tokyo olympics logo has been redesigned theme social distancing,fake
viral image doctor couple italy who gave their lives treating coronavirus patients,fake
tea can cure covid patients suggested china whistleblower doctor wenliang news published cnn,fake
image being shared social media claiming this italian doctor couple picture worked day night saved lives 134 patients but eighth day they caught coronavirus died after hour,fake
indian army has set 000 bed quarantine facility rajasthan barmer,fake
justin trudeau wife has released video her hospital bed,fake
president italy crying because coronavirus pandemic,fake
according report who coronavirus lives longest cabbage layer elsewhere virus lives hours whereas cabbage this virus lives more than hours people all cities are requested not eat cabbage,fake
bodies people infected coronavirus are lying road italy one carrying them due risk infection,fake
new vaccine can help cure coronavirus three hours,fake
pakistani usman riaz speaks about coronavirus before his death,fake
gargling hot water cures coronavirus says doctor mumbai covid hospital,fake
police commissioner mumbai has asked essential services available certain hours,fake
iranian girl anahita hashemzadeh has contracted coronavirus,fake
photos italian man committing suicide after lost his entire family covid,fake
photo prime minister italy crying expressing his helplessness couldn save coronavirus patients italy,fake
video italian police taking down man who has come onto streets despite lockdown country,fake
kerala has asked nabard loan 000 crore deal covid,fake
look condition karimnagar person who infected coronavirus,fake
video woman who asking take coronavirus seriously wife prime minister canada,fake
reserve bank india rbi extended year closing until,fake
woman burned her hands while putting stove due high alcohol content hand sanitizer,fake
schedules sale milk newspapers grocery medical stores have been issued mumbai police commissioner,fake
india starting all grocery chemists vegetable shops will open anybody found moving around after this opening any kind outlet will detained police home deliveries will available,fake
image shared social media claims this italian doctor couple worked day night saved lives 134 patients but eighth day they contracted coronavirus died after hour,fake
image shared social media claims this italian doctor couple worked day night saved lives 134 patients but eighth day they contracted coronavirus died after hour,fake
image people who died coronavirus italy,fake
video woman reciting sanskrit verses has been viewed thousands times facebook twitter alongside claim she delivering sacred verses spanish radio station during novel coronavirus pandemic,fake
new vaccine cure coronavirus has been developed scientists,fake
list claims about coronavirus allegedly doctor who worked hospital shenzhen,fake
photo showing bodies italian covid victims street,fake
vaccine against covid finally ready,fake
health minister nikola todorov lawyer profession consultant current minister health expert advice expertise field epidemiology,fake
claim coronavirus false pandemic,fake
post says 793 people died italy included 232 kids,fake
post says vaccine new coronavirus will available few days,fake
president national assembly serbia maja gojkovic claimed according constitution parliament cannot session during state emergency,fake
cdc said coronavirus survived days surface cruise ship,fake
hospitals madrid are removing artificial respirators those admitted coronaviruses older than years use younger patients,fake
tank circulates through streets tudela navarre spain combat covid,fake
new law prohibits leaving home after spain,fake
coronavirus contagion rate decreased two consecutive days,fake
andalusia proposes students must repeat their classes not march,fake
claim swedish hospitals were going start using death forms decide which patients treat which send home die without healthcare,fake
new hantavirus deadly problem emerging china there cure,fake
vibrations including those coming emotions can kill new coronavirus,fake
italian prime minister has said his country has exhausted all options fight against coronavirus pandemic pleads god rescue your people,fake
about 500 lions have been released streets russia stop people going out during coronavirus pandemic,fake
russian president vladimir putin has ordered russia population stay home days face five years jail,fake
says nancy pelosi coronavirus bill includes tax credits solar wind energy retirement plans community newspaper employees 300 million pbs climate change studies more,fake
sarscov spreading quickly gas pumps shopping carts well,fake
says under order gov tony evers his eight children can legally have dinner together anymore,fake
trump web usings misleading edits create false picture,fake
new york governor andrew cuomo rejected buying recommended 000 ventilators 2015 pandemic established death panels lotteries instead had chance buy 2015 000 ventilators very low price turned down,fake
wisconsin governor tony evers pushing firearm confiscation orders,fake
there coronavirus chinese were secretly working biological agent supposed make protesters docile obedient,fake
gargling warm water salt vinegar eliminates coronavirus,fake
president donald trump will announce scientist finally found vaccine cure coronavirus,fake
posts shared thousands times facebook claim provide emergency food stamp hotline,fake
facebook posts featuring photo ventilators state new york claim devices are stuck warehouse,fake
posts shared thousands times facebook claim provide emergency food stamp hotline,fake
deaths blamed coronavirus are actually due flu,fake
names coronavirus victims have been published online media,fake
covid test germany times cheaper than croatia,fake
people older than are not given medical help italy anymore,fake
chloroquine cures coronavirus,fake
did american die because selfadministered chloroquine,fake
countries use nivaquine chloroquine against malaria are not affected coronavirus,fake
france state pays billions year its army but only billion its inhabitants health,fake
internet can crash because lockdown,fake
mosquitoes can spread coronavirus,fake
russia helped italy which left alone its partners during coronavirus crisis,fake
while coronavirus tests other countries are conducted free nominal charges india costs 500,fake
image police punishing people indian state assam violating curfew,fake
pakistan leading scholar mufti naeem suffers coronavirus few days ago refused close madrasas mosques,fake
indian singer kanika kapoor met prince charles after which tested positive coronavirus,fake
italian doctor couple diagnosed coronavirus,fake
indian government snooping messages over social media all social media platforms will monitored covid messages,fake
pakistani doctor osama riaz last message you while taking his last breath,fake
last photo indonesian doctor hadio ali standing away his family before passed away covid,fake
streaming apps netflix amazon prime give free subscriptions during covid outbreak india,fake
indian army has built 000bed quarantine facility covid,fake
image couple claimed doctors who have lost their lives coronavirus,fake
photo deer ootycoimbatore road during current coronavirus lockdown,fake
images patients treated open are italy has run out hospital beds,fake
bitter gourd juice can cure novel coronavirus per bihar health department india,fake
eating alkaline foods level above can kill sarscov virus,fake
video people italy saying goodbye world standing outside masjid milan they couldn control spread covid sarscov virus,fake
longer considers covid high consequence infectious disease,fake
ireland first phase lockdown sequence,fake
drinking tea can help cure covid,fake
picture showing dead italian doctors operating theater after succumbing covid,fake
thanks halt imposed government travel boats covid crocodile has shown venice canals,fake
government has mandated decree salary cut high public officials,fake
this news bulletin 2015 proves covid created laboratory wuhan,fake
covid secret american weapon aimed depopulation purposes,fake
message sent whatsapp states ministry defense china has announced has successfully developed vaccine against new coronavirus which causes covid disease portugal would receive first doses few days,fake
brazilian singer preta gil infected covid performed more than 320000 people,fake
several photographs published facebook claim portray coffins victims new coronavirus italy,fake
message image claims drinking coffee can help prevent new coronavirus,fake
purchases health products health councils are taking advantage hook covid disease sell online cures are not endorsed any official organization,fake
audio states worst coronavirus crisis spain will start,fake
university barcelona will approve its students classes are suspended more than month,fake
publication facebook assures confirmed spanish president three vice presidents are ill covid assures king must close parliament dissolve cortes take political military control country,fake
march until foreseeable future microsoft sony will shut down their gaming servers during school hours,fake
nevada governor steve sisolak has banned use antimalaria drug might help cure coronavirus,fake
leave objects sun avoid contracting coronavirus,fake
covid literally stands chinese originated viral infectious disease,fake
your child gets this virus they going hospital alone van people they don know people they don know you will home without them their time need,fake
children will separated parents coronavirus treatment,fake
congress included include raise themselves coronavirus stimulus package,fake
tanks are coming into towns advance martial law,fake
photo couple locked intimate embrace their face masks lowered has been shared facebook posts claim they were nurses who were treating covid patients italian hospital,fake
post shared thousands times facebook during covid pandemic says disposable surgical masks should worn colored side out person sick,fake
facebook user chase michael morris predicted coronavirus pandemic,fake
there has been pandemic every 100 years,fake
people who got flu shot are greater risk covid,fake
smoking cigarettes protects you coronavirus,fake
decathlon snorkeling masks are used hospitals help patients breathing,fake
vladimir putin dropped lions streets force russians stay home,fake
photos patients medical beds street showing situation italian hospitals,fake
why you should not take seriously this card efficacy chloroquine,fake
message chu mans hospital france presenting alarmist arguments encourage french people stay home,fake
german chancellor angela merkel tested positive new coronavirus sarscov,fake
prince charles tested positive covid after meeting bollywood singer kanika kapoor,fake
indian politician claimed strain coronavirus india less virulent mutation,fake
covid known humans before its outbreak 2020,fake
viral video claims mass graves are italy,fake
north korean president has ordered shoot first coronavirus patient his country,fake
netflix amazon are offering free subscriptions amid coronavirus outbreak,fake
whatsapp forward attributed cnn claims wenliang whistleblower chinese government propaganda about covid has documented research report according this report chemicals like methylxanthine theobromine theophylline stimulate compounds can ward off this virus human body least average performing immune system,fake
finally india got its coronavirus dashboard this official website coronavirus updates this website updated every four hours scroll down more details you can know more about coronavirus outbreak your state placing your finger your state map,fake
indian government has issued guideline monitor citizens activity their call social media handles will under surveillance,fake
there space hospitals italy because people are crowding outside,fake
image mother unable feed her suckling she battles covid,fake
image covid infected indonesian doctor hadio ali watching his daughters distance bids them final goodbye image said posted his wife,fake
italian president said italy has surrendered coronavirus,fake
image poster states indian religious leader mata amritanandamayi has hidden foreigners her hermitage has not allowed them tested,fake
images medical facility shared claim indian army set 000bed hospital rajasthan during coronavirus pandemic,fake
demon creature flying above church italy,fake
audio clip circulating whatsapp claiming nagpur second capital indian state maharashtra has tested positive coronavirus cases including three doctors,fake
pictures people stranded hospital beds claimed italians not coping pressures covid cases india should learn italy mistakes not step out house day lockdown,fake
picture claims italian man committed suicide after his whole family succumbed covid,fake
reliance jio one biggest telecom networks india providing internet free during coronavirus pandemic,fake
videos showing police detaining covid patients india,fake
image human body figurines bowl claims china serving human baby soup its restaurants,fake
image human body figurines bowl claims china serving human baby soup its restaurants,fake
herd deer flocking out tamil nadu india due coronavirus lockdown,fake
photo indonesian doctor hideo ali looking his children pregnant wife last time,fake
image dead bodies coronavirus victims italy,fake
photos coronavirus patients being treated road italy,fake
another new disease called hantavirus china,fake
video policeman taking down man wandering during lockdown italy,fake
video showing pile corpses italy,fake
mustard oil prevents person getting infected covid,fake
photo kanika kapoor meeting prince charles during her recent visit united kingdom prince charles tested positive coronavirus just after meeting,fake
photo vaccine developed scientists covid,fake
who reported coronavirus lasts hours cabbages thus cabbage consumption should restricted,fake
there are positive coronavirus cases nagpur along three doctors one whom ventilator,fake
prince charles infected coronavirus after meeting indian singer kanika kapoor,fake
image indian home minister amit shah visiting covid patients,fake
image human body figurines bowl claims china serving human baby soup its restaurants,fake
claim novel coronavirus never detected major chinese cities beijing shanghai has been shared repeatedly facebook twitter instagram,fake
message asking people not get out their homes tonight 10pm next day 5am because government has made arrangements spray medicine air order kill novel coronavirus,fake
ministry economic development has summoned italians avoid sharing videos whatsapp due overcharging issues given working home during covid emergency,fake
france has canceled fees electricity gas water rent,fake
italians remove flag put flag china headline says suggesting such phenomenon happening italy people are removing flag european union are replacing chinese flag,fake
drug coronavirus has been found,fake
polish government confiscated coronavirus testing machine which originally bought local hospital grodzisk mazowiecki city,fake
viral message claiming disinfection will conducted using helicopters poland,fake
portuguese government has spent much more than acceptable price ventilators,fake
out people who died coronavirus spain lived nursing home,fake
chinese doctors recommended italy sing balconies new coronavirus,fake
who has decreed suspension any all medical activities,fake
puerta hierro hospital madrid uses whole floor president family,fake
councilor podemos canary islands tweeted there are useless elderly dead are left over street,fake
audio says mms sodium chlorite cures coronavirus hours,fake
letter supposedly written bill gates where says coronavirus corrector humanity,fake
photo shows terrible conditions ukrainian hospitals ordinary people,fake
city lviv vinnytsia coughing man thrown out bus,fake
beautiful italian nurse has died because coronavirus,fake
antiviral measures lead selfdestruction collective suicide sucharit bhakdi,fake
this text message shows government monitoring people leaving house during coronavirus lockdown,fake
vaccine new coronavirus has been created scientists will ready use next sunday,fake
should you take ibuprofen treat fever coronavirus,fake
posts social media claim democrats voted stimulus package help american families during novel coronavirus crisis,fake
speaking his restriction travel china president donald trump claims,fake
hospitals don allow parents visit children covid hospital,fake
ibuprofen ramps coronavirus times,fake
health care workers union suddenly finds stash million face masks,fake
illuminati controlled government coronavirus caused,fake
president trump did sign bill but exposure effects are misleading,fake
photo shows two italian nurses hospital few days before they got covid died,fake
rai news report 2015 proves covid made chinese laboratory,fake
covid longer considered dangerous disease,fake
cause coronavirus pandemic,fake
emergency department closed spanish hospital,fake
clicking italian youtube song you donate money hospital bergamo,fake
you have take off your clothes shoes outside wash them disinfectants virus sticks floor nine hours also spreads via wind,fake
indian businessman wipro chairman philanthropist azim prem donated 000 crore fight covid outbreak india,fake
italian said country has surrendered covid pandemic,fake
usman riyaz delhi died coronavirus,fake
indian telecom company jio announced free recharge worth 498 all indian citizens during coronavirus lockdown,fake
fire triggered gas tanker leak near delhi shahdara mor,fake
italy has surrendered coronavirus pandemic all measures control covid have been exhausted,fake
amitabh bachchan gave 500 million rupees mumbai government fight coronavirus,fake
indian army has constructed advanced hospital capacity 000 beds barmer rajasthan cope covid,fake
indian state kerala opposition leader writes chief minister pinarayi vijayan adopt methods save only those stronger immunity covid infection,fake
indian prime minister modi announced internet ban due spread misinformation regarding covid,fake
herd deer reclaimed ootycoimbatore road,fake
second viral video man lifts his shirt challenges police officer who pointing gun him another police officer kicks man behind pins him down road makes arrest text overlaid video reads italy says lockdown they mean,fake
president donald trump attending recital quran verses fight coronavirus,fake
video claiming bodies packed body bags are being dumped mass graves italy spain,fake
images showing vaccines coronavirus have already been discovered were patented will readily available,fake
indian home minister amit shah claimed infected covid,fake
netflix korean drama secret terrius predicted coronavirus outbreak 2018,fake
bollywood superstar aamir khan donated 250 crore tackle novel coronavirus outbreak,fake
video claims canadian prime minister justin trudeau wife sophie goire trudeau who infected coronavirus,fake
this picture old city hyderabad india today despite lockdown,fake
photo deer ootycoimbatore road during current lockdown covid,fake
italian said country has surrendered covid pandemic,fake
images shows how indian police have beaten migrant workers amid india lockdown commuting,fake
per news aajtak home minister amit shah tested postive covid,fake
images migrant labourers beaten police highways during current national lockdown,fake
houseflies can transmit covid virus,fake
according university turin taking more vitamin will reduce risk infection coronavirus,fake
claim saint corona has always been patron saint against epidemics,fake
sensationalist headline claiming there new virus china hantavirus,fake
houses should heated above degrees celsius because new coronavirus can only spread low temperatures,fake
online survey selfassess coronavirus symptoms,fake
matt damon movie trailer predicts coronavirus pandemic,fake
hot baths can help prevent coronavirus,fake
photo message doctor crying saying coronavirus stronger than science,fake
breathing water vapor kills novel coronavirus,fake
hydroxychloroquine chloroquine are cures new coronavirus,fake
video waitress saying lost job but sleep better knowing coronavirus relief bill included funding kennedy center refugee resettlement pbs congressional salaries,fake
biden claims trump did not try get medical experts into china,fake
there effort get american experts into china after announced coronavirus had one person country trump pulled him out country,fake
coronavirus has been found crab legs,fake
boil weed ginger covid victims virus will vanish,fake
mainstream media used photo 2017 movie image italy coronavirus morgue,fake
they furloughing nurses hospitals western new york state,fake
here problem are testing people any strain coronavirus not specifically covid there are reliable tests specific covid virus,fake
whether coronavirus began man having sex bat,fake
whether countries high rates childhood vaccines were hit hardest coronavirus,fake
queen elizabeth tested positive coronavirus,fake
banned cigarette sales because coronavirus,fake
video body bags being dumped ditch shows situation italy due coronavirus,fake
viral post claiming there french state scandal about chloroquine different claims,fake
french state approved medical protocol plaquenil lopinavirritonavir cure covid which more expensive than raoult protocol chloroquine,fake
video shows right wing blogger billy six who filmed himself empty hospital prove there crisis there are patients nobody sick,fake
biomagnetic resonance can help treat covid,fake
viral post along pictures claims civilian thrashing policeman during lockdown,fake
inhaling steam sea salt orange peelings can prevent coronavirus infection,fake
pakistan imran khan tested covid positive,fake
pakistan usama riaz who contracted coronavirus while treating patients had left video message before died,fake
current coronavirus outbreak due movement toward,fake
viral text message claims chemical substances methylxanthines required cure covid can found tea wenliang had found this cure while researching about coronavirus before his death,fake
news graphic saying indian prime minister has asked internet shut down country,fake
website claiming china has confirmed patient zero had sex bat,fake
bombay high court extending maharashtra lockdown april,fake
india telecasted news bollywood actor shahrukh khan donated 450 million crore rupees pakistan oil tanker blast victims,fake
video person infected coronavirus committing suicide new york,fake
recent photo modi visiting church offering prayers save country coronavirus outbreak,fake
indian army has built 000bed hospital rajasthan eight days treatment covid,fake
video man committing suicide jumping hotel italy after his entire family died because coronavirus,fake
video police strictly implementing lockdown spain,fake
cdc recommends people shave their facial hair prevent coronavirus,fake
amid covid pandemic government ordered houses locked april 2020,fake
per video bollywood actor aamir khan donated 250 crore fight aganist covid,fake
vaccine coronavirus ready president donald trump has announced roche medical company will launch,fake
covid patient caught police gorakhpur district state uttar pradesh india,fake
queen elizabeth has been diagnosed coronavirus,fake
these are coffins people have died covid would you now stay home you idiots,fake
following statement,fake
headline,fake
official statement serbian government claiming experts recommended ban pet walks,fake
coronavirus spreads air eight hours,fake
founder union progress democracy upyd party rosa allegedly tweeted she says time army take over handle emergency,fake
alleged tweet president vox political party spain santiago abascal which someone has answer infected including misspelling,fake
declaration director center coordination health alerts emergencies spain about tests covid health personnel,fake
bcg vaccine protects covid,fake
says law passed while everyone distracted coronavirus pandemic lists symptoms associated exposure,fake
says otherwise healthy people experiencing mild moderate respiratory symptoms without covid diagnosis only high temperatures kill virus let your fever run high but not over 103 104 degrees,fake
queen elizabeth tests positive covid,fake
